Green Pharmacy fürdősó fahéj és narancs (1000 g),	4823015945458
Green Pharmacy fürdősó narancs és ylang-ylang (1000 g),	4823015945472
Green Pharmacy fürdősó rozmaring és menta (1000 g),	4823015945489
Green Pharmacy fürdősó rózsa és pézsma (1000 g),	4823015945434
Green pharmacy fürdősó szantálfa 1000g,	4823015945441
Green pharmacy fürdősó vanília 1000g,	4823015945465
Holt-tengeri fürdősó műanyag dobozos,	4260100810114
Kneipp fürdőkristály hát-derék 500g,	4008233166339
Kneipp fürdőkristály hát-derék 60g,	4008233178172
